model_key,certainty,min_adjusted_probability,max_adjusted_probability,relationship_range_probability,relationship_range_percentage_points,sd_across_relationship_estimates
claude-sonnet-5,1,-0.025908803700079433,0.12972805662245612,0.15563686032253554,15.563686032253553,0.05428047935079113
claude-sonnet-5,2,0.08749999999999952,0.7166666666666659,0.6291666666666664,62.91666666666664,0.2372101337521608
claude-sonnet-5,3,0.666666666666669,0.9416666666666673,0.27499999999999836,27.499999999999837,0.1033839641705573
claude-sonnet-5,4,0.9416666666666644,0.9916666666666623,0.049999999999997824,4.999999999999782,0.020160258230111014
gpt-5.6-terra,1,7.41073868937292e-15,0.5916666666666754,0.591666666666668,59.1666666666668,0.20795724983259517
gpt-5.6-terra,2,0.6374999999999943,0.9999999999999973,0.36250000000000304,36.250000000000306,0.14779715158240714
gpt-5.6-terra,3,0.9999999999999881,0.9999999999999957,7.549516567451064e-15,7.549516567451064e-13,2.2109093721802538e-15
gpt-5.6-terra,4,0.9999999999999902,0.9999999999999967,6.439293542825908e-15,6.439293542825908e-13,1.989570639103826e-15
