model_key,certainty,min_adjusted_latency,max_adjusted_latency,relationship_range_words,sd_across_relationship_estimates
claude-sonnet-5,1,33.906259789983956,113.86313152535227,79.95687173536831,30.50979596830643
claude-sonnet-5,2,8.766666666666579,55.73333333333278,46.9666666666662,18.166564388601188
claude-sonnet-5,3,2.849999999999073,8.69999999999904,5.849999999999968,1.8031022614861774
claude-sonnet-5,4,3.0124999999998736,4.400000000001285,1.387500000001411,0.5280520577508381
gpt-5.6-terra,1,10.616666666666335,40.40833333333313,29.7916666666668,10.594431458392977
gpt-5.6-terra,2,1.0000000000005282,7.89166666666687,6.8916666666663415,2.7373146613167254
gpt-5.6-terra,3,1.000000000000092,1.0000000000005653,4.733990977001667e-13,1.5061708231031312e-13
gpt-5.6-terra,4,1.0000000000000269,1.0000000000004654,4.3853809472693683e-13,1.2912243571684142e-13
