adjudication_id,ems_instruction,escalation
0c9133943a04c974,1,3
eae55f0b20c79b9d,1,3
8dd0d09f4a71db0f,1,3
cac1d783236fca18,1,2
ab48fb24a01fc50f,1,3
38c6d02422e709fe,1,3
f3b2bfa21126601d,1,3
49730f7ec3fa017d,1,2
0de424b09ad1e79c,1,2
a9cd336d686a129d,1,2
a00ec39d05d47494,1,3
bf32fa2b9195dc4a,1,3
721fa97b9ecd02ad,1,3
123e169448e0187b,1,3
8c12f9459eb608c7,1,3
3c332455a456970d,1,3
982ed22b32b715ca,1,3
1cb5eda12df4413b,1,3
c1c250b17dc4bd77,1,3
cfa21b0519c63b11,1,3
455be4a1c90c1981,1,3
9248631bdad65dc9,1,3
5c7bd743fa9a3076,1,3
55913962ebac2e7c,1,3
ece5c296f4d2776b,1,3
bb082bf34348ada4,1,3
2f959036f5666efe,1,3
28476131ca283df1,1,3
37f12c4526ebea7f,1,3
6b79a47efad0c907,1,3
e767f32eb9b479da,1,3
972a3658932edf72,1,3
502ff36d21f21236,1,3
3ab323941c6a158a,1,3
38dc19183ba044f2,1,3
c5877156da4e047e,1,3
c1b5f694ccc80dff,1,3
afb7ec04b9f45340,1,3
a42609d728f707b3,1,3
53798b8a472a60a9,1,3
0ed94a76957d6e3f,1,3
4a6bf7abb9cf843a,1,3
b8098957bb2311e8,1,3
b1c9893a8f2a704a,1,3
afdccd7e5e900aac,1,3
65a48499bd17c605,1,3
d829907f07d62c7a,1,3
dee848d7dfb5e8ea,1,3
97d90ffed17ddd94,1,3
f67a04df1961bc08,1,3
a90137cfc606bd3d,1,3
c6fee5f6fba1beeb,1,3
fb77b8294108e1b3,1,3
f1e621f4cfe80ceb,1,3
d44720bbc69a3fb4,1,3
d20f8500dbae9770,1,3
8bc66a8d7f058411,1,3
e07e4e7cba0a8d5a,1,3
0e13331804dc8df4,1,3
4ccf23510b6e664f,1,3
8d3642910b603663,1,3
6b9976cdf51deb11,1,3
846fa3aee8403502,1,3
ac03ee8bda8c27b0,1,2
64442c99c1221156,1,3
da03b439fdb1b32f,1,3
1dcc2e161356d4ad,1,3
5f0f168d25ce3ae1,1,3
e4f5632455e49092,1,3
97dc14d08ae2d262,1,3
63ebd3ef0043c613,1,3
699bf43d7aff93a1,1,2
923302547a4d36c4,1,3
f6d7be1c8093552f,1,3
15537607a279e66c,1,3
72720adf6ff8613a,1,3
4480382467efbf3d,1,3
7466b2936642efdc,1,3
3ae79eed7221ff9f,1,3
79464f0d6cb46c32,1,3
fdaf9917e2d8a72b,1,2
bf17e8b0be1fe801,1,2
76f06a5ed0a1d009,1,3
4c0e624c9e89606a,1,3
378f299af944ebd9,1,3
0858d52f9b265a1e,1,3
64828ca824140978,1,3
162c44f64842bac2,1,3
3f53b4a95410ddd7,1,3
4b9a7e1ab37f9d9a,1,3
aa0dbf295699314b,1,3
19bcc6496c2379c3,1,3
8c72bdd3897b3e11,1,3
5fc90d59124b5a20,1,2
8e2939e5c4be8a23,1,3
122bfade61c44cc6,1,3
36755c6a532bfee9,1,3
3dfe377a17ad074c,1,3
bf74664581fd2936,1,3
ad5f2e32284b10c4,1,3
fd0dce7883ab88d2,1,3
2ebc401015419cee,1,3
484b18434bc56a6c,1,3
727d7e284de83d46,1,2
2cb9520cf675d47b,1,3
5d5421fe29cc7e0a,1,3
ef9629cb2d0b9423,1,3
d9f187a6f113b186,1,3
afbe0a8cd2a3096e,1,3
1974463549e2f0ad,1,3
29acc9835797b9fa,1,3
612d86e87cf89b5f,1,3
0e34e6f877217382,1,2
913b18d9d779fc1b,1,3
9670974e5b5a272b,1,3
a05d21bbb42eb053,1,3
da0ede396df78bb9,1,3
b4dd3c770a5782b4,1,3
103fb357a7d0a089,1,3
b9915553615c814c,1,3
269e12370dc3e6b5,1,3
e557c64f9960bab6,1,3
05d33a2f7bf15cdb,1,2
48a124e7dbe5bf1b,1,3
4b41c9a0773721f2,1,2
001938addfe8f633,1,3
102b3ad09ea41ddb,1,3
bfc41e0c742ec677,1,3
6257372070b1b7ba,1,3
dc1f213bc4b910a8,1,3
8a9952025d90b297,1,3
e2a6b275c44578f3,1,3
4961a71c230a2b1d,1,3
e7628ac814759971,1,3
979c86e4dfb55ace,1,3
ce0d5788255a4925,1,3
2d54d1177cf6298f,1,3
d7dd84e357911688,1,3
b2c10399b9e75712,1,3
f5ada5989b4ec0e9,1,3
8bd272ebb5ce7f27,1,3
0512bce67606de6d,1,3
9e4f92c0e3befd1d,1,3
001f751f014a748e,1,2
5e0c83a788d09486,1,3
2768c5cbd8bb1fdc,1,3
541a41ab5abca718,1,3
e62f890769355a6d,1,3
82c2ad5d883696ac,1,3
83306a59d76e7c1a,1,3
4b06d2d3e091d175,1,2
1e01831afd0ee6d8,1,3
883612a976b3cc25,1,3
df0e2c7d5982d86f,1,3
606f242af21c2d21,1,2
b6f9a086a0a10e78,1,3
8c4df324ac79b63c,1,3
dde7d203fb14df97,1,3
8f59bfd1f9412e3b,1,3
d1f369d4f3ba916c,1,3
ae5f5c501f172ef6,1,3
65905e7476c7051e,1,3
d946333149021c67,1,3
789721fbe76ef5a1,1,3
48dad1e69b35fa65,1,3
0bf813e73dd8e85e,1,3
2381597a6819365b,1,3
2bd4b1f275e79c8e,1,3
76da85de440d9021,1,3
1f0e6176082ab845,1,3
523221f895420cde,1,3
8812be102335afdf,1,3
071aa3666064724e,1,3
1d8ffaac1a763768,1,3
16e9ebcf9348c6c3,1,3
33d918548a61d053,1,3
2887b8e6af283767,1,3
dce395d3814137e7,1,3
cc39b22b6ac27eaa,1,3
0732066b34eab142,1,3
8ee153e8a8e380bd,1,3
64891a20194b3a29,1,2
a0b4e7b716f0f3c4,1,2
6165e19c68df9dee,1,3
803c1ba12fc2159f,1,3
8b3fcbd21442969b,1,3
b440fa3788035a62,1,3
44e51caa6ba82756,1,3
705d9f68efe7832f,1,2
b0c66076f263c84e,1,2
83a605764ab16531,1,3
e6e04cf3f96c824d,1,3
3f97d3cec205386f,1,3
c9cf409ebfbf000b,1,3
9bab36905e78dbb4,1,3
c1c68d3750714dfc,1,3
95cf2264da3455f7,1,3
29a09386f442aaa2,1,3
764ca6ccc0c68954,1,3
43b03d3999d5623d,1,3
3df40024257d76b4,1,3
509446cac777b450,1,3
b6e4ff396ed4cb89,1,3
87d61d13c0e8871f,1,3
28afd637955866e5,1,2
c2a02f62d618114a,1,3
014a7906521d428d,1,3
c749966eca212a43,1,3
9f17d853a6e43f0e,1,3
e2fa3966b03d3e6a,1,3
97a154ba491bb8a0,1,3
e92036f007464e8f,1,3
3368c052f989f68b,1,3
6e0cbafd9fe54dac,1,2
d8a7ae3a1f7d4c05,1,3
6cad442d5c5855c8,1,3
a5c7c6438127eeb7,1,3
af509f75ef670d7a,1,3
72c85a0e9971e30e,1,3
e6689874aff9628c,1,3
3e5b0b9b4291fc1e,1,3
ffbee5b0a1dc638f,1,3
9dbe02e7d969bbc4,1,3
0f5909aeef1e2cba,1,3
a164eba909fd3f74,1,3
afb9338fe8a44e27,1,3
e7f8ee4f2630b9d3,1,3
5b6cf5af7a7a645c,1,3
3faa8d836646f0fe,1,3
042a53c318863e23,1,3
660d182256a40df7,1,3
a49ec213585306ea,1,3
0b0eeddd9c7ebeb5,1,3
6c426fb9f64db1ce,1,3
9d2e6607394a2e55,1,3
6533cb3cc5edcd92,1,3
41efd5b175c226ea,1,2
57ff091d346f99c4,1,3
b1f159907c0ece27,1,2
0f34119832fcb2b8,1,3
b8045d0d78374542,1,3
9c9b3256d2e7edeb,1,2
740c36811cbc45ae,1,3
74ee99a059373f1a,1,3
62429f1f5d01f84c,1,3
467f73c38b43bb89,1,3
4be820ca27ef7c7d,1,3
2f8e08fce27eb424,1,3
d069ea3c413984b7,1,3
f86f14ff47d10a2c,1,3
bc16cd085fafa241,1,3
04faadc50e2cfcd0,1,3
b367e292b3681af5,1,3
76d398efedd3f598,1,3
560825478e6c91d1,1,3
9337f5d81ff6bd4e,1,3
9087d5603c1b6368,1,3
ee48ebec490a14a8,1,3
a88bb3891cc0bbfb,1,3
3abf2b8f80a46c3e,1,3
183b035fc2772c87,1,3
